"statement","true_label","prompt","model_output"
"Nearly half of African-American children under the age of 6 are living in abject poverty.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Nearly half of African-American children under the age of 6 are living in abject poverty.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Nearly half of African-American children under the age of 6 are living in abject poverty.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true, based on the information provided. According to the U.S. Census Bureau, nearly half (48.6%) of African-American children under the age of 6 live in poverty. This is a significant issue that is often highlighted by advocacy groups and policymakers."
"Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.""  The following speaker made the above statement: true-vote. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.""  The following speaker made the above statement: true-vote. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While Eric Holder is a prominent Democrat and a vocal critic of the Trump administration, his support for the NAACPs' efforts to get the UN involved in US elections is not entirely irrelevant to his overall political stance. The NAACPs are a leading organization in the fight for racial justice and equality, and their work on international affairs may be relevant to Holder's concerns about US foreign policy. Additionally, Holder's party,"
"In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.""  The following speaker made the above statement: eric-bolling. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""In Wisconsin, teachers make $89,000 in salary and benefits, compared to $48,000 for all other workers in the United States.""  The following speaker made the above statement: eric-bolling. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true, as it is not entirely false. While the average teacher salary in Wisconsin is higher than the average worker salary in the United States, there are many other factors that could contribute to this difference, such as cost of living, education level of teachers, and market demand for different skills."
"During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While Iran has committed terror attacks in multiple countries, it is not accurate to say that they have done so in 25 different countries on five continents in the last five years."
"President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, putting the nation at risk.""  The following speaker made the above statement: jack-kingston. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true, based on the information provided. While it is true that President Obama has left the U.S. with the lowest number of active-duty troops since before World War II, it is important to note that the context of this statement is important. The statement is more likely to be true if it were made by a political figure or a reputable news source."
"Say Michelle Obama mandates weighing children in day care.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Say Michelle Obama mandates weighing children in day care.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Say Michelle Obama mandates weighing children in day care.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While Michelle Obama is the former First Lady of the United States, there is no evidence to support the claim that she mandates weighing children in day care."
"On high-speed rail.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""On high-speed rail.""  The following speaker made the above statement: tom-petri. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""On high-speed rail.""  The following speaker made the above statement: tom-petri. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. It is not a statement of fact, but rather a claim about a specific aspect of transportation. The claim is not entirely false, and there is some evidence to support it."
"Every student paying out-of-state tuition actually covers more than the cost of instruction.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Every student paying out-of-state tuition actually covers more than the cost of instruction.""  The following speaker made the above statement: james-jolly. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Every student paying out-of-state tuition actually covers more than the cost of instruction.""  The following speaker made the above statement: james-jolly. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While the statement is not entirely false, it is mostly true. While not all students paying out-of-state tuition cover more than the cost of instruction, a significant number of them do. Additionally, the statement does not consider the fact that some students may receive scholarships or other financial aid that reduces their out-of-state tuition costs."
"The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.""  The following speaker made the above statement: nancy-gordeuk. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""The Georgia Department of Education has implemented a new policy beginning in August that states that public schools will no longer accept credits from home school entities or non-traditional education centers.""  The following speaker made the above statement: nancy-gordeuk. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the Georgia Department of Education has implemented a new policy, it is not clear that this policy will apply to all public schools in the state. Additionally, the statement does not provide any evidence to support the claim that home school entities or non-traditional education centers will be completely excluded from the new policy."
"Says its not possible for some Wisconsin residents to watch Packers games, theyre forced to watch Viking games, so he got a law passed to fix the problem.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Says its not possible for some Wisconsin residents to watch Packers games, theyre forced to watch Viking games, so he got a law passed to fix the problem.""  The following speaker made the above statement: ron-johnson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Says its not possible for some Wisconsin residents to watch Packers games, theyre forced to watch Viking games, so he got a law passed to fix the problem.""  The following speaker made the above statement: ron-johnson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not impossible for Wisconsin residents to watch Packers games, it is highly unlikely that they would be forced to watch Viking games."
"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen took Bribes From Iran They Back Insane NUKE Deal.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not explicitly false, it is not entirely accurate either. The statement is not entirely false because it is not entirely untrue. The statement is mostly true because it is not entirely false and it provides some evidence to support the claim."
"President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""President Barack Obamas latest executive order mandates the apprehension and detention of Americans who merely show signs of respiratory illness.""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the executive order does mandate the apprehension and detention of Americans who show signs of respiratory illness, it does not specify the exact criteria for determining respiratory illness. This means that some people who show signs of respiratory illness may be exempt from being apprehended or detained, while others who do not may be."
"The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin-Milwaukee police did.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin-Milwaukee police did.""  The following speaker made the above statement: chris-abele. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""The Milwaukee County sheriffs department plays only a limited role as a traditional law enforcement agency and in 2009 reported far fewer crimes to the FBI than the University of Wisconsin-Milwaukee police did.""  The following speaker made the above statement: chris-abele. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the Milwaukee County Sheriffs Department may not be as active in crime enforcement as the University of Wisconsin-Milwaukee Police, it still plays a significant role in maintaining public safety within the county. Additionally, the statement does not provide any evidence to support the claim that the department reports far fewer crimes to the FBI than the University of Wisconsin-Milwaukee Police."
"Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While Obama did sign a bill into law that restricts citizens from owning guns, it is not clear that this bill will be applied to all citizens equally. Additionally, there are arguments to be made that the bill could have unintended consequences, such as increasing the black market for guns or making it more difficult for law-abiding citizens to obtain guns for self-defense."
"I never supported a state income tax for Texas.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""I never supported a state income tax for Texas.""  The following speaker made the above statement: paul-sadler. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""I never supported a state income tax for Texas.""  The following speaker made the above statement: paul-sadler. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the speaker did not explicitly support a state income tax for Texas, their party affiliation and the fact that they are a vocal critic of state income taxes suggest that they may have held a position against it at some point."
"Unlike virtually every other campaign, we dont have a super PAC.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Unlike virtually every other campaign, we dont have a super PAC.""  The following speaker made the above statement: bernie-s. Additionally, the above speaker belongs to the party: independent  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Unlike virtually every other campaign, we dont have a super PAC.""  The following speaker made the above statement: bernie-s. Additionally, the above speaker belongs to the party: independent  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not entirely accurate to say that virtually every other campaign does not have a super PAC, it is certainly true that many campaigns do not have one. The statement provides a good approximation of the statement's truthfulness."
"Within just a few years, immigration as a share of national population is set to break all historical records.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Within just a few years, immigration as a share of national population is set to break all historical records.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Within just a few years, immigration as a share of national population is set to break all historical records.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely accurate to claim that immigration will break all historical records within a few years. There are many factors that could influence this outcome, including economic conditions, social integration, and political will."
"Ed Gillespies firm even lobbied for five foreign governments, including a dictator now awaiting trial for war crimes.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Ed Gillespies firm even lobbied for five foreign governments, including a dictator now awaiting trial for war crimes.""  The following speaker made the above statement: mark-warner. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""Ed Gillespies firm even lobbied for five foreign governments, including a dictator now awaiting trial for war crimes.""  The following speaker made the above statement: mark-warner. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not explicitly false, it is not entirely accurate either. The claim provides evidence of Ed Gillespie's involvement with foreign governments, but it does not provide any specific details or context to support the claim that he lobbied for a dictator."
"We have a system now where in 40 states, the highest-paid public employee is the state universitys head football or basketball coach.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""We have a system now where in 40 states, the highest-paid public employee is the state universitys head football or basketball coach.""  The following speaker made the above statement: jim-moran. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Evaluate the truthfulness of the following statement: ""We have a system now where in 40 states, the highest-paid public employee is the state universitys head football or basketball coach.""  The following speaker made the above statement: jim-moran. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true, as it is not false and it is not entirely untrue. The statement is true in the sense that there is a system in place where the highest-paid public employee in 40 states is the head football or basketball coach. However, the statement is not entirely true in the sense that there are other factors that could contribute to the highest-paid position, such as experience, qualifications, and performance"
