"statement","true_label","prompt","model_output"
"All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.""  The following speaker made the above statement: nicholas-kristof. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.""  The following speaker made the above statement: nicholas-kristof. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as the Wisconsin state Assembly chambers do extend to the bathroom and the parlor. However, the claim that all of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times is not entirely accurate."
"The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""  The following speaker made the above statement: eric-johnson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""  The following speaker made the above statement: eric-johnson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as there have been several major oil spills in America since 1969. However, the specific claim is not entirely accurate, as the last major oil spill in America was not a drilling accident but an offshore spill in 2010."
"Were borrowing 20% of (the federal) budget.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Were borrowing 20% of (the federal) budget.""  The following speaker made the above statement: glenn-grothman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Were borrowing 20% of (the federal) budget.""  The following speaker made the above statement: glenn-grothman. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While the Wisconsin state Assembly chambers do extend to the bathroom and the parlor, there is no explicit rule in the assembly's rules that allows members to vote for each other while they are in the chambers."
"The Medicaid expansion is going to cost Florida $1.9 billion a year.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""The Medicaid expansion is going to cost Florida $1.9 billion a year.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""The Medicaid expansion is going to cost Florida $1.9 billion a year.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as the Medicaid expansion does affect the state of Florida and the number of votes cast in the state legislature. However, the amount of money involved is significant, and some may argue that it is not a major issue."
"Between the year 2000 and 2006, (insurance) premiums in this country doubled.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Between the year 2000 and 2006, (insurance) premiums in this country doubled.""  The following speaker made the above statement: chris-van-hollen. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Between the year 2000 and 2006, (insurance) premiums in this country doubled.""  The following speaker made the above statement: chris-van-hollen. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While the Wisconsin state Assembly chambers do extend to the bathroom and the parlor, there is no evidence to support the claim that members are allowed to vote for each other there."
"Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.""  The following speaker made the above statement: kirsten-powers. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.""  The following speaker made the above statement: kirsten-powers. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as Rand Paul did indeed propose a bill to zero out foreign aid, but the context does not provide specific details about the bill's contents or the chamber in which it was proposed."
"There is long historical precedent for a Supreme Court with fewer justices.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""There is long historical precedent for a Supreme Court with fewer justices.""  The following speaker made the above statement: ted-cruz. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""There is long historical precedent for a Supreme Court with fewer justices.""  The following speaker made the above statement: ted-cruz. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While there is no explicit prohibition in the Constitution regarding the size of the Supreme Court, historical precedent suggests that the Court has, on occasion, considered the number of justices to be relevant to its authority."
"(George) LeMieux never requested a single earmark and pushed to ban them all.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""(George) LeMieux never requested a single earmark and pushed to ban them all.""  The following speaker made the above statement: george-lemieux. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""(George) LeMieux never requested a single earmark and pushed to ban them all.""  The following speaker made the above statement: george-lemieux. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While George LeMieux never explicitly requested earmarks, there is no evidence to suggest that he actively opposed earmark bans. Additionally, the fact that he belongs to the Republican party, which generally supports earmark restrictions, suggests that he may have had some influence on the issue."
"You know what Truman said, You want a friend in Washington, buy a dog.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""You know what Truman said, You want a friend in Washington, buy a dog.""  The following speaker made the above statement: john-kasich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""You know what Truman said, You want a friend in Washington, buy a dog.""  The following speaker made the above statement: john-kasich. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as it is not explicitly false. However, the context and the speaker's affiliation suggest that the statement is not entirely accurate."
"Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.""  The following speaker made the above statement: marina-dimitrijevic. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Milwaukee County government employees pay much more for their health care than City of Milwaukee or State of Wisconsin employees.""  The following speaker made the above statement: marina-dimitrijevic. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While it is not explicitly stated in the passage, it is clear that the Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers. Therefore, it is more likely than not to be false."
"Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.""  The following speaker made the above statement: afscme. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Because as a Senator Toomey stood up for Wall Street. He wanted to privatize Social Security and invest it in the stock market. Wall Street would make billions in fees even if the stock market crashed.""  The following speaker made the above statement: afscme. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While the claim about the Wisconsin state Assembly chambers and the ability to vote for each other is not entirely accurate, it is generally true that Senators can have access to certain areas within their chambers, including the bathroom and the parlor. Additionally, the claim about the potential for fees and investments is relevant to the issue of privatization and stock market regulation."
"It's ""common knowledge"" that al-Qaida is receiving training from Iran.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""It's ""common knowledge"" that al-Qaida is receiving training from Iran.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""It's ""common knowledge"" that al-Qaida is receiving training from Iran.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as there is evidence to support the claim, such as the fact that al-Qaida has a presence in Iran and that the Iranian government has been known to provide training to terrorist groups. However, it is important to note that the statement is not entirely true, as there are some exceptions to the rule, such as the fact that al-Qaida has also been known to provide training to groups in other countries"
"Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.""  The following speaker made the above statement: mark-harris. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.""  The following speaker made the above statement: mark-harris. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While the Wisconsin state Assembly chambers do extend to the bathroom and the parlor, there is no explicit rule allowing members to vote for each other there."
"When I talk about (raising the) minimum wage ... half of Republicansagree with it.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""When I talk about (raising the) minimum wage ... half of Republicansagree with it.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""When I talk about (raising the) minimum wage ... half of Republicansagree with it.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While a significant portion of Republicans (about half) hold a negative view of raising the minimum wage, there is evidence to suggest that some Republicans do support it."
"Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Says President Barack Obamas overturning of the Mexico City Policy means federal tax dollars can be used to fund abortion all over the world.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true. While the Wisconsin state Assembly chambers do extend to the bathroom and the parlor, there is no explicit language in the rules allowing members to vote for each other there. Additionally, the fact that the speaker is a member of the Republican party does not negate the fact that the statement is mostly true."
"Over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""The Wisconsin state Assembly chambers extend to the bathroom and the parlor, and rules allow members to vote for each other if the member is in the chambers."" Label: mostly-true  Evaluate the truthfulness of the following statement: ""Over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** Mostly-true  **Explanation:** The statement is mostly true, as it is not correct to claim that over half of science, technology, engineering and mathematics students receiving advanced degrees are not citizens of the United States of America."
