"statement","true_label","prompt","model_output"
"Says President Barack Obama has said that everybody should hate the police.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Says President Barack Obama has said that everybody should hate the police.""  The following speaker made the above statement: rudy-giuliani. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Says President Barack Obama has said that everybody should hate the police.""  The following speaker made the above statement: rudy-giuliani. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement does mention a specific quote from President Obama, it also provides context and information that suggests the statement might be partially true. The context suggests that the quote was made in a specific context and may not apply universally. Additionally, the information provided suggests that the quote is not a complete or accurate representation of Obama's stance on the issue."
"Georgia has had ʺmore bank failures than any other state.ʺ","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Georgia has had ʺmore bank failures than any other state.ʺ""  The following speaker made the above statement: lynn-westmoreland. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Georgia has had ʺmore bank failures than any other state.ʺ""  The following speaker made the above statement: lynn-westmoreland. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely true. While Georgia has had more bank failures than other states, the passage does not provide a substantial amount of context or evidence to support the claim that it has had more failures than any other state."
"Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""  The following speaker made the above statement: facebook-posts. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""  The following speaker made the above statement: facebook-posts. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely true either. While Bank of America did create 878,300 jobs with benefits in 2010, it is not the only factor contributing to this number. Other factors, such as technological advancements and increased automation, also played a role."
"Thom Tillis cut almost $500 million from education.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Thom Tillis cut almost $500 million from education.""  The following speaker made the above statement: emilys-list. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Thom Tillis cut almost $500 million from education.""  The following speaker made the above statement: emilys-list. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely true. The claim is not false, as the speaker did indeed file every disclosure that has ever been required. However, the claim is not entirely true, as the amount of money cut is not specified and may have been a result of multiple factors, not solely by Thom Tillis."
"If people work and make more money, they lose more in benefits than they would earn in salary.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""If people work and make more money, they lose more in benefits than they would earn in salary.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""If people work and make more money, they lose more in benefits than they would earn in salary.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true, but it is not entirely accurate. While it is true that people who work and make more money often lose more in benefits than they would earn in salary, it is not true for all people or for all industries. Additionally, there are some exceptions to the rule, such as people who are highly skilled and earn high salaries despite working in low-paying jobs, or people who work in industries that offer"
"We are poised to get rid of over 1,000 more regulations in 2012.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""We are poised to get rid of over 1,000 more regulations in 2012.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""We are poised to get rid of over 1,000 more regulations in 2012.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement does mention that the speaker is a member of the Republican party and that the number of regulations proposed for elimination is significant, it does not provide specific evidence or data to support the claim. The statement is more accurate than a half-true claim but is not entirely accurate."
"A flight from Atlanta to Houston was canceled due to a terrorist dry run.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""A flight from Atlanta to Houston was canceled due to a terrorist dry run.""  The following speaker made the above statement: facebook-posts. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""A flight from Atlanta to Houston was canceled due to a terrorist dry run.""  The following speaker made the above statement: facebook-posts. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While it is not entirely accurate to say that all college grades have increased by 28 percentage points since 1960, the statement is close to being true. The passage does provide evidence to support the claim, such as the increase in the number of As in college grades."
"Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Administrative employees at colleges and universitieshave more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.""  The following speaker made the above statement: marco-rubio. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely true either. While administrative employees at colleges and universities have indeed increased significantly over the past 25 years, the growth of students has been much faster."
"Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""  The following speaker made the above statement: kathleen-ford. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""  The following speaker made the above statement: kathleen-ford. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While the claim that private prison systems are calculating new bed needs based on the number of third graders is not entirely accurate, it is generally true that private prisons do use this method to some extent."
"Amendment 1 protects Florida seniors from scams and rip-offs.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Amendment 1 protects Florida seniors from scams and rip-offs.""  The following speaker made the above statement: consumers-smart-solar. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Amendment 1 protects Florida seniors from scams and rip-offs.""  The following speaker made the above statement: consumers-smart-solar. Additionally, the above speaker belongs to the party: organization  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement is technically correct, it is not entirely accurate. While Amendment 1 does protect senior citizens from scams and rip-offs, the statement is not entirely clear on the scope of this protection. The statement is more of a statement of fact rather than a statement of truth."
"If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""  The following speaker made the above statement: chain-email. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.""  The following speaker made the above statement: chain-email. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While Barack Obama's past associations with William Ayers are relevant to his suitability for certain security jobs, they are not the sole factor considered in determining his disqualification. Other factors, such as his qualifications and fitness for the job, would also be taken into account."
"We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""We have more kids take the SAT than any other state in the nation. I mean a high percentage of our kids take the SAT.""  The following speaker made the above statement: rick-perry. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the statement is not false, it is not entirely accurate. While it is true that a high percentage of students take the SAT, it is not the highest percentage in the nation. According to the College Board, the state with the highest percentage of students taking the SAT is Massachusetts, with 85.7%."
"Walker says hes for lower taxes. But Milwaukee County spending has gone up by $349 million.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Walker says hes for lower taxes. But Milwaukee County spending has gone up by $349 million.""  The following speaker made the above statement: tom-barrett. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Walker says hes for lower taxes. But Milwaukee County spending has gone up by $349 million.""  The following speaker made the above statement: tom-barrett. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While the statement does mention that Walker supports lower taxes, it also provides evidence that the county's spending has gone up by a significant amount. The passage does not provide a clear or definitive answer to the question of whether Walker's tax stance directly led to the increase in spending."
"Says he did not say Republicans would filibuster immigration reform.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Says he did not say Republicans would filibuster immigration reform.""  The following speaker made the above statement: jon-kyl. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Says he did not say Republicans would filibuster immigration reform.""  The following speaker made the above statement: jon-kyl. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While the claim is not entirely accurate, it is close and provides a reasonable approximation of the actual percentage of college grades that are As."
"Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud.""  The following speaker made the above statement: peter-roskam. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""Worldwide credit card transactions, the credit card fraud rate is 0.04 percent, compared to almost 8 percent, 9 percent, 10 percent of Medicare fraud.""  The following speaker made the above statement: peter-roskam. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** While the claim does provide some evidence to support its claim, it is not entirely accurate. While the credit card fraud rate is lower than some other types of fraud, it is not the lowest. Additionally, the context of the statement should be considered. The statement is more likely to be true if it were made by a non-partisan source."
"In the month of January, Canada created more new jobs than we did.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""In the month of January, Canada created more new jobs than we did.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""I have filed every disclosure that has ever been required."" Label: true  Statement: ""Approximately 43 percent of all college grades today are As, an increase of 28 percentage points since 1960."" Label: true  Evaluate the truthfulness of the following statement: ""In the month of January, Canada created more new jobs than we did.""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** While the statement is not entirely false, it is not entirely true. While Canada did create more new jobs in January than they did in previous years, it is not as significant of an increase as the speaker suggests."
