"statement","true_label","prompt","model_output"
"Says that under the Obama administration, the debt has nearly doubled.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says that under the Obama administration, the debt has nearly doubled.""  The following speaker made the above statement: mike-pence. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says that under the Obama administration, the debt has nearly doubled.""  The following speaker made the above statement: mike-pence. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the debt did increase under the Obama administration, it has since decreased under the Trump administration."
"Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.""  The following speaker made the above statement: david-dewhurst. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.""  The following speaker made the above statement: david-dewhurst. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While ballistic tests cannot definitively determine the cause of the agent's death, they do indicate that the weapon used was part of a federal arms trafficking operation. This raises questions about whether the weapon was used in a lawful manner."
"Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.""  The following speaker made the above statement: nathan-deal. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.""  The following speaker made the above statement: nathan-deal. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 1. half-true  **Explanation:** The statement is partially true. While the speaker does claim that his plan fulfills a campaign promise, it is not clear from the context whether this promise specifically includes the abolishment of the toll on Ga. 400."
"You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""  The following speaker made the above statement: charlie-crist. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""You know, when this thing first hit, I signed a declaration of emergency for the six counties that were directly affected, impacted in the Panhandle, then I extended that not long thereafter down into Sarasota County.""  The following speaker made the above statement: charlie-crist. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the speaker did sign a declaration of emergency for the affected counties, they did so not long after the initial incident. Additionally, they extended the declaration to Sarasota County, which was also directly affected."
"Says Mark Pryor voted to give Social Security benefits to illegal immigrants.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says Mark Pryor voted to give Social Security benefits to illegal immigrants.""  The following speaker made the above statement: national-republican-senatorial-committee. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says Mark Pryor voted to give Social Security benefits to illegal immigrants.""  The following speaker made the above statement: national-republican-senatorial-committee. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While Mark Pryor is a vocal advocate for Social Security benefits for undocumented immigrants, there is evidence to suggest that he has also supported policies that would restrict access to these benefits. Additionally, the speaker's party affiliation is relevant to the issue, as Republicans have historically been skeptical of providing Social Security benefits to illegal immigrants."
"Says the Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.""  The following speaker made the above statement: keep-austin-healthy-pac. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Says the Central Health districts tax rate is the lowest among the largest counties in Texas, and it will continue to be the lowest if voters approve a proposed tax increase.""  The following speaker made the above statement: keep-austin-healthy-pac. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the Central Health district's tax rate is among the lowest in Texas, it is not the lowest. Additionally, the statement does not provide any evidence to support the claim that the tax rate will continue to be the lowest if voters approve a proposed tax increase."
"The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.""  The following speaker made the above statement: lloyd-doggett. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.""  The following speaker made the above statement: lloyd-doggett. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While it is not explicitly stated, it is clear that the speaker is implying that the Austin Tea Party and an ultra-conservative millionaire are responsible for the campaign against the city's light-rail proposition. This is a commonly held conspiracy theory, and the speaker's statement is consistent with that belief."
"Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.""  The following speaker made the above statement: phil-gingrey. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Under current U.S. immigration policy, literally one person with a green card can, in the extreme, bring in more than 270 of his relatives.""  The following speaker made the above statement: phil-gingrey. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 3. Mostly-True  **Explanation:** The statement is mostly true. While it is not explicitly stated, it is clear that the speaker is making a factual claim about the current U.S. immigration policy. The statement also provides specific examples of how this policy could potentially work."
"Obama says America is great, but let's ""try to change it.""","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Obama says America is great, but let's ""try to change it.""""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Obama says America is great, but let's ""try to change it.""""  The following speaker made the above statement: blog-posting. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While Obama's statements can be seen as biased, they are often accompanied by evidence and a desire to promote positive change. Additionally, the speaker's affiliation with the party does not negate the fact that they may have some truth in their statement."
"Only 20 colleges and universities have athletic departments with revenue exceeding expenses.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Only 20 colleges and universities have athletic departments with revenue exceeding expenses.""  The following speaker made the above statement: jim-moran. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Only 20 colleges and universities have athletic departments with revenue exceeding expenses.""  The following speaker made the above statement: jim-moran. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The claim is mostly true. While there are many colleges and universities with athletic departments, the statement is not entirely accurate. According to the NCAA, over 1,000 colleges and universities have athletic programs."
"The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.""  The following speaker made the above statement: pat-mccrory. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.""  The following speaker made the above statement: pat-mccrory. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the city did pass a bathroom ordinance, it is not clear that this ordinance is discriminatory or that it has a disproportionate impact on women."
"Medicare is going broke. The trust fund goes bankrupt in 2026.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Medicare is going broke. The trust fund goes bankrupt in 2026.""  The following speaker made the above statement: paul-ryan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Medicare is going broke. The trust fund goes bankrupt in 2026.""  The following speaker made the above statement: paul-ryan. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 2. Mostly-True  **Explanation:** The statement is mostly true. While the Medicare trust fund is facing financial challenges, it is not as dire as some have suggested. The statement is not entirely false, and there are some arguments to support it."
"The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.""  The following speaker made the above statement: american-crossroads. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.""  The following speaker made the above statement: american-crossroads. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  The statement is mostly-true. The claim is not entirely false, and there is some evidence to support it. However, the context and the speaker's political affiliation should be considered when evaluating the statement."
"Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.""  The following speaker made the above statement: ron-paul. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Says a rape kit can be used to clean out women, basically like dilation and curettage."" Label: pants-fire  Statement: ""Republicans have already cut our neighborhood public schools three budgets in a row."" Label: barely-true  Statement: ""I kicked crooked cops and government officials off the public pension rolls."" Label: false  Evaluate the truthfulness of the following statement: ""Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.""  The following speaker made the above statement: ron-paul. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  **Judgment:** 1. half-true  **Explanation:** The statement is partially true. While Rick Perry was involved with Al Gore's campaign, it was not that recent. Additionally, the statement is not entirely accurate as Perry served as a campaign chairman for other candidates as well."
