"statement","true_label","prompt","model_output"
"Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.""  The following speaker made the above statement: jeff-wentworth. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate.""  The following speaker made the above statement: jeff-wentworth. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says Donna Campbell is pushing a 35 percent sales tax extending to medicine, groceries and real estate."" Label: false  Evaluate the truthfulness of the following statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created.""  The following speaker made the above statement: jeff-wentworth. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.   Your response: 0. false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry'"
"Over 40 percent of children born in America are born out of wedlock.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Over 40 percent of children born in America are born out of wedlock.""  The following speaker made the above statement: rick-santorum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Over 40 percent of children born in America are born out of wedlock.""  The following speaker made the above statement: rick-santorum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking-assistant  Statement: ""Over 40 percent of children born in America are born out of wedlock."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created.""  The following speaker made the above statement: rick-santorum. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly"
"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.""  The following speaker made the above statement: barack-obama. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.based on the passage above, which statement is false according to the given material?"
"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.""  The following speaker made the above statement: scott-walker. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.""  The following speaker made the above statement: scott-walker. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.based on the passage above, which statement is false according to the given material?"
"In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""  The following speaker made the above statement: sean-hannity. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""  The following speaker made the above statement: sean-hannity. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""In 45 out of 50 states, on average men are seeing their premiums double, going up 99 percent. Women up 62 percent.""  The following speaker made the above statement: sean-hannity. Additionally, the above speaker belongs to the party: republican.  What is your judgment? Provide an explanation and Classify"
"Georgia is the second-fastest growing state for international tourists.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Georgia is the second-fastest growing state for international tourists.""  The following speaker made the above statement: chris-cummiskey. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Georgia is the second-fastest growing state for international tourists.""  The following speaker made the above statement: chris-cummiskey. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry's watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Georgia is the second-fastest growing state for international tourists.""  The following speaker made the above statement: chris-cummiskey. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. statement: ""Says President Barack Obamas own economists say the stimulus cost $27"
"When I left the Senate, we were on a trajectory towards a balanced budget.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""When I left the Senate, we were on a trajectory towards a balanced budget.""  The following speaker made the above statement: george-allen. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""When I left the Senate, we were on a trajectory towards a balanced budget.""  The following speaker made the above statement: george-allen. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""When I left the Senate, we were on a trajectory towards a balanced budget.""  The following speaker made the above statement: george-allen. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.statement: ""Says President Barack Obamas own economists say the stimulus cost $278"
"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.""  The following speaker made the above statement: barbara-buono. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.""  The following speaker made the above statement: barbara-buono. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment."" Label: half-true  Evaluate the truthfulness of the following statement: ""The economy is doing better than you think. The unemployment rate is 10 percent, not 13 percent.""  The following speaker made the above statement: john-mccain. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""The economy is doing better than you think. The unemployment rate is 10 percent, not 13 percent."" Label: half"
"Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.""  The following speaker made the above statement: armond-budish. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.""  The following speaker made the above statement: armond-budish. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.report does not provide a judgment on the claim."
"High-speed rail would have cost Florida taxpayers $1 billion to build.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""High-speed rail would have cost Florida taxpayers $1 billion to build.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""High-speed rail would have cost Florida taxpayers $1 billion to build.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.based on the passage above, which statement is false according to the text material?"
"Between 2000 and 2006, health insurance company profits quadrupled.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Between 2000 and 2006, health insurance company profits quadrupled.""  The following speaker made the above statement: chris-van-hollen. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Between 2000 and 2006, health insurance company profits quadrupled.""  The following speaker made the above statement: chris-van-hollen. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.based on the passage above, can you provide a summary of the political and non-political claims that the fact-checking assistant analyzed in the text material?"
"Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.""  The following speaker made the above statement: jennifer-williamson. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.""  The following speaker made the above statement: jennifer-williamson. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perry's watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Says One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.""  The following speaker made the above statement: jennifer-williamson. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2."
"Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).""  The following speaker made the above statement: ted-cruz. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia."" Label: false  Statement: ""Says President Barack Obamas own economists say the stimulus cost $278K per job created."" Label: false  Statement: ""Says Texas unemployment rate has doubled on Rick Perrys watch."" Label: half-true  Evaluate the truthfulness of the following statement: ""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).""  The following speaker made the above statement: ted-cruz. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.political-party: republican  Statement: ""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general)."" Label: false  Evaluate the truthfulness of the following statement: ""The Obama administration has been accused of using the IRS to target conservative groups.""  The following speaker made the above statement: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.political-party: republican  Statement: ""The Obama administration has been accused of using the IRS to target conservative groups."" Label: false"
