"statement","true_label","prompt","model_output"
"In the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""In the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas.""  The following speaker made the above statement: brigid-shea. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""In the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas.""  The following speaker made the above statement: brigid-shea. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. According to the given material, the speaker's claim is a half-true statement. The claim is supported by the speaker's statement that the water rates have increased by 100 percent in the past 10 years. However, the speaker's statement does not provide evidence to support the claim that the water rates have increased by 100 percent in the past 10 years. Therefore, the claim is not true."
"Says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.","true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.""  The following speaker made the above statement: john-kitzhaber. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.""  The following speaker made the above statement: john-kitzhaber. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.  Statement: ""Says in this next biennium, the cost of primary and secondary education is going to increase by more than $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.""  Evaluate the truthfulness of the following statement: ""Says in this next biennium, the cost of primary and secondary education is going to increase by more than $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.""  The following speaker made the above statement: john-kitzhaber. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true"
"Says Hillary Clinton is the one that labeled African-American youth as superpredators.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Hillary Clinton is the one that labeled African-American youth as superpredators.""  The following speaker made the above statement: reince-priebus. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Hillary Clinton is the one that labeled African-American youth as superpredators.""  The following speaker made the above statement: reince-priebus. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says Hillary Clinton is the one that labeled African-American youth as superpredators.""  Evaluate the truthfulness of the following statement: ""Says Hillary Clinton is the one that labeled African-American youth as superpredators.""  The following speaker made the above statement: reince-priebus. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Says Hillary Clinton is the one that labeled African-American youth as superpredators.""  Evaluate the truthfulness of the following statement: ""Says Hillary Clinton is the one that l"
"The insurance companies are making that choice (to cancel or change policies), not the president.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The insurance companies are making that choice (to cancel or change policies), not the president.""  The following speaker made the above statement: ezekiel-emanuel. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The insurance companies are making that choice (to cancel or change policies), not the president.""  The following speaker made the above statement: ezekiel-emanuel. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The insurance companies are making that choice (to cancel or change policies), not the president.""  Evaluate the truthfulness of the following statement: ""The insurance companies are making that choice (to cancel or change policies), not the president.""  The following speaker made the above statement: ezekiel-emanuel. Additionally, the above speaker belongs to the party: democrat  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The insurance companies are making that choice (to cancel or change policies), not the president.""  Evaluate the truthfulness of the following statement: ""The insurance companies are making that choice (to cancel or change policies), not the"
"Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.""  The following speaker made the above statement: michele-bachmann. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.""  The following speaker made the above statement: michele-bachmann. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking-assistant  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.""  The following speaker made the above statement: michele-bachmann. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-check"
"On whether state employees should contribute to their pensions.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""On whether state employees should contribute to their pensions.""  The following speaker made the above statement: bob-mcdonnell. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""On whether state employees should contribute to their pensions.""  The following speaker made the above statement: bob-mcdonnell. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. ""Bob McDonnell is a fact-checking assistant trained to verify political and non-political claims. He carefully analyzes a given statement and determines whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.""  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""On whether state employees should contribute to their pensions.""  The following speaker made the above statement: bob-mcdonnell. Additionally, the above speaker belongs to the party: republican.  What is your judgment? Provide an explanation and"
"Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""  The following speaker made the above statement: ben-carson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""  The following speaker made the above statement: ben-carson. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty.""  The statement ""Ronald Reagan did amnesty"" is true. The speaker is a fact-checking assistant trained to verify political and non-political claims. The speaker is a Republican and belongs to the party. The statement is not classified as a pants-fire claim."
"Says Mitt Romney, as governor of Massachusetts, put into place socialized medicine.","pants-fire","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Mitt Romney, as governor of Massachusetts, put into place socialized medicine.""  The following speaker made the above statement: michele-bachmann. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Says Mitt Romney, as governor of Massachusetts, put into place socialized medicine.""  The following speaker made the above statement: michele-bachmann. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Political claims are often subjective and can be difficult to determine. However, here are some guidelines to help you determine the truthfulness of a claim:  1. Look for evidence: Look for evidence to support or refute the claim. If the speaker mentions a specific event or policy, look for evidence to support or refute it.  2. Consider the speaker's credibility: Consider the speaker's credibility. If the speaker is a well-known politician or has a large following, their claims may be more trustworthy.  3. Look for context: Look for context. If the claim is made in a political speech or during a debate, consider the speaker's intent and the political context.  4. Use a fact-checking tool: Use a fact-checking tool to verify claims. Fact-checking tools like Snopes, Politifact, and FactCheck.org can help you determine the truth"
"The same federal government that offers some money for a program is walking away from another health care program.","half-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The same federal government that offers some money for a program is walking away from another health care program.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The same federal government that offers some money for a program is walking away from another health care program.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The same federal government that offers some money for a program is walking away from another health care program.""  Evaluate the truthfulness of the following statement: ""The same federal government that offers some money for a program is walking away from another health care program.""  The following speaker made the above statement: rick-scott. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""The same federal government that offers some money for a program is walking away from another health care program.""  Evaluate the truthfulness of the following statement: ""The same federal government that offers some money for a program is walking away from"
"I didnt try to push a bill to reduce lottery scholarship proceeds for students.","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""I didnt try to push a bill to reduce lottery scholarship proceeds for students.""  The following speaker made the above statement: dolores-gresham. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""I didnt try to push a bill to reduce lottery scholarship proceeds for students.""  The following speaker made the above statement: dolores-gresham. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""Ronald Reagan did amnesty.""  The statement ""Ronald Reagan did amnesty"" is true. The speaker is a fact-checking assistant trained to verify political and non-political claims. The speaker is a Republican and belongs to the party. The statement is concise, well-justified, and avoids speculation.  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare.""  The statement ""83% of doctors have considered leaving the profession because of #Obamacare"" is true. The speaker is a fact-checking assistant trained to verify political and non-political claims. The speaker is a Republican and belongs to the party. The statement is concise, well-justified, and avoids speculation.  Evaluate the truthfulness of the following statement: ""I didnt try to push"
"The Confederate battle flag in South Carolina was first flown at the statehouse in 1961.It was flown as a symbol of massive resistance to racial desegregation.","mostly-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The Confederate battle flag in South Carolina was first flown at the statehouse in 1961.It was flown as a symbol of massive resistance to racial desegregation.""  The following speaker made the above statement: eugene-robinson. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""The Confederate battle flag in South Carolina was first flown at the statehouse in 1961.It was flown as a symbol of massive resistance to racial desegregation.""  The following speaker made the above statement: eugene-robinson. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking-assistant  Statement: ""The Confederate battle flag in South Carolina was first flown at the statehouse in 1961. It was flown as a symbol of massive resistance to racial desegregation.""  Evaluate the truthfulness of the following statement: ""The Confederate battle flag in South Carolina was first flown at the statehouse in 1961. It was flown as a symbol of massive resistance to racial desegregation.""  The following speaker made the above statement: eugene-robinson. Additionally, the above speaker belongs to the party: none  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.fact-checking"
"Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .","false","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""  The following speaker made the above statement: mitt-romney. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.based on the passage above, can you provide a summary of the political and non-political claims that the fact-checking assistant analyzed?"
"Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""  The following speaker made the above statement: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""Some even advocate wiping out 401(k)s entirely and replacing them with government-run accounts.""  The following speaker made the above statement: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Statement: ""The government is spending $1.5 trillion on the military."" Label: true  Statement: ""The government is spending $1.5 trillion on the military."" Label: true  Evaluate the truthfulness of the following statement: ""The government is spending $1.5 trillion on the military.""  The following speaker made the above statement: john-boehner. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Statement: ""The government is spending $1.5 trillion on the military."" Label: true  Statement: ""The government is spending $1"
"In 2000, I wrote about Osama bin Laden, Weve got to take him out.","barely-true","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""In 2000, I wrote about Osama bin Laden, Weve got to take him out.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire.","You are a fact-checking assistant trained to verify political and non-political claims. You carefully analyze a given statement and determine whether it is any of the following options based on reasoning and evidence: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire Your responses are concise, well-justified, and avoid speculation.  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""In 2000, I wrote about Osama bin Laden, Weve got to take him out.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire. Claim: ""In 2000, I wrote about Osama bin Laden, Weve got to take him out.""  Statement: ""Ronald Reagan did amnesty."" Label: true  Statement: ""83% of doctors have considered leaving the profession because of #Obamacare."" Label: false  Evaluate the truthfulness of the following statement: ""In 2000, I wrote about Osama bin Laden, Weve got to take him out.""  The following speaker made the above statement: donald-trump. Additionally, the above speaker belongs to the party: republican  What is your judgment? Provide an explanation and Classify the claim as one of the following: 0. false 1. half-true 2. mostly-true 3. true 4. barely-true 5. pants-fire."
